Season,Daynum
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,33
1985,34
1985,34
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,35
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,36
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,37
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,38
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,39
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,40
1985,41
1985,41
1985,41
1985,41
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,42
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,43
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,44
1985,45
1985,45
1985,45
1985,45
1985,45
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,46
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,47
1985,48
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,49
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,50
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,51
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,52
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,53
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,54
1985,55
1985,55
1985,55
1985,55
1985,56
1985,57
1985,57
1985,57
1985,57
1985,57
1985,58
1985,58
1985,58
1985,58
1985,58
1985,58
1985,58
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,59
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,60
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,61
1985,62
1985,62
1985,62
1985,62
1985,62
1985,62
1985,62
1985,62
1985,62
1985,62
1985,62
1985,63
1985,63
1985,63
1985,63
1985,63
1985,63
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,65
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,66
1985,67
1985,67
1985,67
1985,67
1985,67
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,68
1985,69
1985,69
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,70
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,71
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,72
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,73
1985,74
1985,74
1985,74
1985,74
1985,74
1985,74
1985,74
1985,74
1985,74
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,75
1985,76
1985,76
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,77
1985,78
1985,78
1985,78
1985,78
1985,78
1985,78
1985,78
1985,78
1985,78
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,79
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,80
1985,81
1985,81
1985,81
1985,81
1985,81
1985,81
1985,81
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,82
1985,83
1985,83
1985,83
1985,83
1985,83
1985,83
1985,83
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,84
1985,85
1985,85
1985,85
1985,85
1985,85
1985,85
1985,85
1985,85
1985,85
1985,85
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,86
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,87
1985,88
1985,88
1985,88
1985,88
1985,88
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,89
1985,90
1985,90
1985,90
1985,90
1985,90
1985,90
1985,90
1985,90
1985,90
1985,90
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,91
1985,92
1985,92
1985,92
1985,92
1985,92
1985,92
1985,92
1985,92
1985,92
1985,92
1985,92
1985,92
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,93
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,94
1985,95
1985,95
1985,95
1985,95
1985,95
1985,95
1985,95
1985,95
1985,95
1985,95
1985,95
1985,95
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,96
1985,97
1985,97
1985,97
1985,97
1985,97
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,98
1985,99
1985,99
1985,99
1985,99
1985,99
1985,99
1985,99
1985,99
1985,99
1985,99
1985,99
1985,99
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,100
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,101
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,102
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,103
1985,104
1985,104
1985,104
1985,104
1985,104
1985,104
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,105
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,106
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
1985,107
